,country,eastwest,eumember,year,expert,party_id,family,cmp_id,party,vote,seat,electionyear,epvote,govt,eu_position,eu_salience,eu_dissent,eu_blur,eu_benefit,eu_ep,eu_fiscal,eu_intmark,eu_employ,eu_budgets,eu_agri,eu_cohesion,eu_environ,eu_asylum,eu_foreign,eu_turkey,lrgen,lrecon,lrecon_salience,lrecon_dissent,lrecon_blur,galtan,galtan_salience,galtan_dissent,galtan_blur,spendvtax,spendvtax_salience,deregulation,dereg_salience,redistribution,redist_salience,econ_interven,civlib_laworder,civlib_salience,sociallifestyle,social_salience,religious_principles,relig_salience,immigrate_policy,immigrate_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,urban_rural,urban_salience,environment,enviro_salience,cosmo,cosmo_salience,protectionism,regions,region_salience,international_security,international_salience,us,us_salience,ethnic_minorities,ethnic_salience,nationalism,russian_interference,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,mip_one,mip_two,mip_three,chesversion
586,DE,1,1,1999,15,302,SocDem,41320.0,SPD,40.9,44.5,1998,30.7000007629395,1.0,6.19999980926514,5.6666665,2.5,,,6.26666688919067,6.36666679382324,,6.19999980926514,,,5.307692527771,6.35714292526245,6.30000019073486,6.23333311080933,,4.0,4.06666660308838,,,,3.59999990463257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
587,DE,1,1,2002,14,302,SocDem,41320.0,SPD,38.5,41.599998,2002,30.7000007629395,1.0,6.11,7.8666663,2.5666666,,,5.86,,5.38,6.15,,3.79,5.2,6.0,6.15,6.29,,4.0,3.57,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
588,DE,1,1,2006,11,302,SocDem,41320.0,SPD,34.2,36.200001,2005,21.5,1.0,6.0,5.1666665,2.5999999,,,5.89,,5.1,,,,5.8,,,6.22,4.73,3.55,3.36,,,,4.45,,,,3.5,7.63000011444092,4.0,6.13000011444092,2.85999989509583,7.42999982833862,,5.71000003814697,6.57000017166138,2.5,4.32999992370606,2.4300000667572,2.0,5.42999982833862,6.8600001335144,,4.5700002,,,2.71000003814697,2.5699999332428,,,4.0,4.1399999,,5.1399999,4.0,,,4.3299999,5.5,4.71000003814697,5.1399998664856,,,,,,,,,,,2020.1
589,DE,1,1,2010,18,302,SocDem,41320.0,SPD,23.0,23.5,2009,20.7999992370606,0.0,5.88235282897949,6.8627453,2.875,,1.0588236,5.92857122421265,,5.13333320617676,,,,5.27272748947144,,,5.76923084259033,4.75,3.625,3.0,,,,4.5,,,,2.86666655540466,6.26666688919067,3.46666669845581,5.40000009536743,3.06666660308838,7.0,,4.93333339691162,5.40000009536743,3.79999995231628,4.86666679382324,3.53333330154419,3.33333325386047,4.85714292526245,6.46666669845581,,5.4666667,6.0,,3.73333334922791,3.86666655540466,5.1999998,5.8000002,,,,5.4285712,3.2142856,4.0666666,5.5999999,,,4.42857122421265,4.307692527771,,,,,,,,,,,2020.1
590,DE,1,1,2014,13,302,SocDem,41320.0,SPD,25.7,30.6,2013,27.3,1.0,6.38461542129517,6.8461537,2.8461537,,1.0,5.63636350631714,,6.0,,5.2727275,,5.66666650772095,,,5.90909099578857,4.81818199157715,3.76923084259033,3.5,8.2307692,,,4.1538462638855,5.4166665,,,3.45454549789429,,3.90000009536743,,3.20000004768372,,3.0999999,4.90000009536743,,3.20000004768372,,3.09999990463257,,3.90909099578857,,,3.5999999,,,3.88888883590698,,4.2727275,,,,,5.7142859,,4.6363635,,,,3.5,,3.3,,,,1.3,3.0,,8.0,14.0,13.0,2020.1
591,DE,1,1,2019,21,302,SocDem,41320.0,SPD,20.5,21.6,2017,15.8,1.0,6.5238094329834,6.8571429,2.3636363,2.7777777,,,,5.94736862182617,,4.8888888,,5.4375,,5.5,5.29411745071411,,3.61904764175415,3.71428561210632,7.6666665,5.5,4.5555553,3.38095235824585,5.4761906,4.1666665,3.4444444,3.05263161659241,,3.5,,3.05263161659241,7.47368431091309,2.7894738,4.05000019073486,,2.63157892227173,,2.84999990463257,,4.15000009536743,5.40000009536743,4.2631578,4.25,5.75,3.8947368,3.36842107772827,,4.6999998,6.25,,,4.2222223,5.4666667,,,,,,3.94117641448975,,3.4210527,2.7647059,1.6470588,2.45,1.35,1.5263158,5.5789475,,,,2020.1
592,GR,1,1,1999,7,401,SocDem,34313.0,PASOK,41.5,54.0,1996,32.9099998474121,1.0,7.0,7.5,3.2142859,,,6.0,5.75,,5.7142858505249,,,7.0,6.5,6.33333349227905,7.0,,5.0,5.42857122421265,,,,3.71428561210632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
593,GR,1,1,2002,11,401,SocDem,34313.0,PASOK,43.8,52.700001,2000,32.9099998474121,1.0,6.82,9.666667,2.8333333,,,6.64,,6.27,6.25,,6.64,6.91,6.0,6.4,6.73,,3.91,4.64,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
594,GR,1,1,2006,9,401,SocDem,34313.0,PASOK,40.6,39.0,2004,34.0,0.0,6.78,8.1333332,1.38,,,6.22,,5.78,,,,7.0,,,6.56,6.11,4.11,4.22,,,,3.25,,,,3.77999997138977,7.88000011444092,5.63000011444092,6.38000011444092,3.22000002861023,7.5,,4.38000011444092,7.5,2.63000011444092,6.28999996185303,2.88000011444092,5.71000003814697,3.0,6.63000011444092,,2.75,,,6.1399998664856,6.28999996185303,,,3.1099999,6.4299998,,2.8800001,6.29,,,4.1100001,7.1300001,3.13000011444092,6.25,,,,,,,,,,,2020.1
595,GR,1,1,2010,11,401,SocDem,34313.0,PASOK,43.92,53.299999,2009,36.6399993896484,1.0,6.09090900421143,9.393939,4.4545455,,1.0909091,6.0,,5.63636350631714,,,,6.45454549789429,,,6.09090900421143,6.0,4.36363649368286,5.63636350631714,,,,2.81818175315857,,,,3.63636374473572,7.0,6.81818199157715,7.54545450210571,2.90909099578857,7.59999990463257,,4.54545450210571,6.90909099578857,3.63636374473572,6.0,4.27272748947144,4.81818199157715,5.09999990463257,7.54545450210571,,3.0,7.0,,5.72727251052856,4.19999980926514,4.181818,7.4545455,,,,2.0,7.2727275,3.8,4.6999998,,,2.90909099578857,6.54545450210571,,,,,,,,,,,2020.1
596,GR,1,1,2014,9,414,SocDem,34213.0,DIMAR,6.3,5.6999998,2012,1.2,0.0,5.77777767181397,6.4444447,4.0,,1.3333334,5.875,,5.88888883590698,,4.75,,6.66666650772095,,,6.0,4.85714292526245,3.22222232818604,3.44444441795349,7.6666665,,,2.55555558204651,5.4444447,,,3.625,,3.42857146263123,,2.44444441795349,,2.75,2.22222232818604,,1.55555558204651,,1.88888883590698,,2.77777767181397,,,2.3333333,,,3.33333325386047,,3.1111112,,,,,2.5,,5.1428571,,,,2.44444441795349,,2.5555556,,,,4.3333335,7.4444447,,13.0,14.0,8.0,2020.1
597,GR,1,1,2014,9,413,SocDem,,Potami,,,2012,6.6,0.0,6.0,6.6666665,2.3333333,,1.1111112,6.42857122421265,,6.33333349227905,,5.75,,6.55555534362793,,,6.2857141494751,4.59999990463257,4.88888883590698,5.66666650772095,7.5555553,,,2.11111116409302,5.6666665,,,4.75,,6.42857122421265,,4.0,,5.25,2.66666674613953,,1.66666662693024,,2.33333325386047,,3.44444441795349,,,2.7777777,,,3.5,,3.75,,,,,3.0,,4.7142859,,,,2.88888883590698,,2.4444444,,,,5.3333335,8.2222223,,13.0,8.0,3.0,2020.1
598,GR,1,1,2014,9,401,SocDem,34313.0,PASOK,12.3,11.0,2012,8.0,1.0,6.55555534362793,7.6666665,1.8888888,,1.0,6.375,,6.33333349227905,,5.5555553,,6.77777767181397,,,6.33333349227905,4.625,4.77777767181397,5.44444465637207,9.4444447,,,4.0,4.4444447,,,4.25,,5.88888883590698,,4.22222232818604,,4.5,3.88888883590698,,3.66666674613953,,5.11111116409302,,4.33333349227905,,,4.5555553,,,5.0,,5.8888888,,,,,3.5,,4.375,,,,4.33333349227905,,3.6666667,,,,2.7777777,4.8888888,,13.0,37.0,17.0,2020.1
599,GR,1,1,2019,9,418,SocDem,,KIDISO,0.74,0.69999999,2019,,0.0,6.19999980926514,7.1428571,1.5,1.0,,,,6.0,,5.5,,6.0,,6.0,6.0,,4.19999980926514,4.80000019073486,7.1999998,2.0,4.0,3.20000004768372,6.75,2.0,1.5,3.59999990463257,,3.79999995231628,,3.59999990463257,5.25,3.5,1.66666662693024,,2.0,,2.5,,3.75,6.75,2.3333333,2.8,6.5,2.5,4.0,,5.5999999,5.8000002,,,4.5999999,3.5,,,,,,3.0,,2.0,1.75,2.4000001,3.5,2.8,6.0,6.6666665,,,,2020.1
600,GR,1,1,2019,9,401,SocDem,34313.0,PASOK,7.0,6.4000001,2019,7.72,0.0,6.88888883590698,7.3333335,1.8333334,1.6666666,,,,6.22222232818604,,4.5555553,,6.66666650772095,,5.66666650772095,5.77777767181397,,4.33333349227905,4.22222232818604,8.0,3.3333333,4.0,3.88888883590698,5.1111112,4.3333335,4.8333335,3.33333325386047,,4.22222232818604,,3.77777767181397,6.44444465637207,4.1111112,3.44444441795349,,2.875,,4.66666650772095,,4.77777767181397,6.11111116409302,4.5555553,4.4444447,5.5555553,3.8333333,4.42857122421265,,5.875,4.625,,,5.25,3.3333333,,,,,,4.0,,3.8888888,2.0,2.3333333,2.625,2.1111112,4.75,6.7777777,,,,2020.1
601,ES,1,1,1999,12,519,SocDem,,PSC,,,1996,,0.0,6.5,6.458333,0.83333343,,,6.0,6.14285707473755,,5.875,,,6.54545450210571,6.0,6.22222232818604,5.84999990463257,,4.20833349227905,4.22727251052856,,,,3.70833325386047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
602,ES,1,1,1999,12,501,SocDem,33320.0,PSOE,37.6,40.299999,1996,35.3300018310547,0.0,6.91666650772095,7.291667,0.625,,,5.91666650772095,5.88888883590698,,6.27272748947144,,,6.66666650772095,5.83333349227905,6.27272748947144,6.58333349227905,,4.125,4.54166650772095,,,,3.91666674613953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
603,ES,1,1,2002,13,501,SocDem,33320.0,PSOE,34.1,35.700001,2000,35.3300018310547,0.0,6.69,9.1000004,1.9666667,,,6.0,,6.09,5.92,,6.15,6.77,6.08,6.25,6.33,,4.0,4.23,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
604,ES,1,1,2006,13,501,SocDem,33320.0,PSOE,42.6,46.900002,2004,43.5,1.0,7.0,7.7666664,0.76999998,,,6.23,,6.23,,,,6.85,,,6.58,5.73,3.58,3.92,,,,2.15,,,,3.07999992370606,7.07999992370606,3.91000008583069,4.6399998664856,2.82999992370606,6.42000007629395,,2.07999992370606,7.30000019073486,0.75,7.3600001335144,1.58000004291534,5.0,4.30000019073486,6.5,,4.9200001,,,5.0,2.0,,,3.5799999,5.4000001,,2.9200001,7.6700001,,,3.5799999,5.27,3.20000004768372,6.32999992370606,,,,,,,,,,,2020.1
605,ES,1,1,2010,11,501,SocDem,33320.0,PSOE,43.7,48.299999,2008,38.7999992370606,1.0,6.75,6.3888893,0.91666669,,1.0,5.0,,6.16666650772095,,,,6.72727251052856,,,5.91666650772095,5.33333349227905,3.66666650772095,3.5,,,,2.33333325386047,,,,3.27272725105286,6.72727251052856,3.41666674613953,5.72727251052856,2.83333325386047,6.83333349227905,,3.0,6.91666650772095,1.09090912342072,7.90909099578857,2.81818175315857,5.19999980926514,4.09090900421143,5.5,,4.4000001,6.5,,4.33333349227905,2.42857146263123,4.5,5.0,,,,3.2727273,6.6363635,3.3636363,4.1999998,,,4.18181800842285,4.36363649368286,,,,,,,,,,,2020.1
606,ES,1,1,2014,10,501,SocDem,33320.0,PSOE,28.8,31.4,2011,23.0,0.0,6.69999980926514,6.9000001,0.69999999,,1.0,6.30000019073486,,6.30000019073486,,5.2222223,,6.875,,,6.75,5.22222232818604,3.79999995231628,4.11111116409302,8.666667,,,2.20000004768372,7.2222223,,,2.5,,3.09999990463257,,2.40000009536743,,3.2,2.90000009536743,,1.20000004768372,,2.5,,3.59999990463257,,,4.25,,,4.375,,4.2222223,,,,,4.0,,2.6666667,,,,4.11111116409302,,4.3000002,,,,3.0,6.3000002,,14.0,17.0,13.0,2020.1
607,ES,1,1,2019,15,501,SocDem,33320.0,PSOE,28.0,35.200001,2019,32.86,1.0,6.80000019073486,6.8000002,1.5555556,2.3333333,,,,6.19999980926514,,5.5999999,,6.33333349227905,,5.77777767181397,6.0,,3.59999990463257,3.79999995231628,7.4666667,3.3333333,3.2222223,2.93333339691162,7.2666669,2.25,2.0,2.2666666507721,,3.5,,2.79999995231628,7.40000009536743,3.3333333,2.86666655540466,,2.0,,2.59999990463257,,3.93333339691162,5.53333330154419,2.3076923,4.3333335,5.2142859,2.1538463,3.59999990463257,,3.8,7.0,,,4.6923075,3.9285715,,,,,,3.33333325386047,,3.1333334,2.0999999,0.84615386,2.7857144,1.1428572,5.7857141,8.0,,,,2020.1
608,FR,1,1,1999,7,602,SocDem,31320.0,PS,25.5,42.599998,1997,22.0,1.0,6.42857122421265,6.7857141,2.5,,,5.2857141494751,5.5,,6.2857141494751,,,5.80000019073486,5.5,5.80000019073486,6.16666650772095,,3.42857146263123,3.57142853736877,,,,3.66666674613953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
609,FR,1,1,2002,13,602,SocDem,31320.0,PS,25.3,24.4,2002,22.0,0.5,5.77,6.1666665,4.3555555,,,4.91,,4.5,5.6,,5.5,5.75,5.3,5.0,5.75,,3.85,4.08,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
610,FR,1,1,2006,9,602,SocDem,31320.0,PS,25.3,24.4,2002,28.8999996185303,0.0,5.0,7.0333328,8.6700001,,,6.0,,3.63,,,,5.33,,,5.33,4.44,2.89,2.13,,,,2.75,,,,2.32999992370606,7.80000019073486,3.0,6.5,2.85999989509583,8.0,,3.82999992370606,6.75,2.71000003814697,6.5,1.57000005245209,3.5699999332428,4.28999996185303,5.57000017166138,,5.8299999,,,3.0,2.75,,,3.8299999,4.25,,5.0,4.0,,,3.1400001,6.5999999,3.71000003814697,5.0,,,,,,,,,,,2020.1
611,FR,1,1,2010,9,602,SocDem,31320.0,PS,26.1,35.5,2007,16.4799995422363,0.0,6.125,6.6666665,5.4444447,,1.1111112,5.22222232818604,,4.55555534362793,,,,5.25,,,5.66666650772095,4.88888883590698,2.77777767181397,2.44444441795349,,,,2.33333325386047,,,,2.44444441795349,6.75,2.88888883590698,4.44444465637207,2.33333325386047,7.875,,3.0,6.75,1.66666662693024,6.875,1.44444441795349,2.5,3.77777767181397,6.75,,5.0,6.375,,4.25,3.0,3.4444444,6.125,,,,3.625,5.0,5.875,5.6666665,,,3.25,6.66666650772095,,,,,,,,,,,2020.1
612,FR,1,1,2014,14,602,SocDem,31320.0,PS,29.4,48.5,2012,12.9,1.0,5.7857141494751,5.0769229,6.75,,1.0,5.41666650772095,,4.91666650772095,,3.6666667,,5.5,,,5.75,3.66666674613953,3.83333325386047,3.83333325386047,7.0833335,,,3.36363625526428,6.5454545,,,3.81818175315857,,4.27272748947144,,3.09090900421143,,3.8181818,3.90909099578857,,1.90909087657929,,1.90909087657929,,4.69999980926514,,,4.7272725,,,3.33333325386047,,5.3636365,,,,,3.3,,3.3,,,,3.72727274894714,,4.2727275,,,,3.2,3.7,,13.0,17.0,8.0,2020.1
613,FR,1,1,2019,8,602,SocDem,31320.0,PS,7.44,5.6999998,2017,6.19,0.0,6.125,6.375,5.3333335,4.25,,,,4.80000019073486,,2.8333333,,6.19999980926514,,4.42857122421265,4.5,,3.0,3.125,6.875,5.0,3.5,2.75,6.125,2.75,1.5,2.125,,2.0,,2.25,7.375,2.625,2.0,,0.875,,1.16666662693024,,2.75,3.75,4.0,3.2857144,4.6666665,4.4000001,2.59999990463257,,4.0,6.0,,,4.7142859,3.5,,,,,,2.625,,2.75,3.3333333,2.2857144,4.125,3.8571429,3.2857144,5.25,,,,2020.1
614,IE,1,1,1999,6,703,SocDem,53320.0,LP,10.4,10.2,1997,8.69999980926514,0.0,5.5,4.583333,2.916667,,,4.0,2.0,,5.0,,,7.0,5.19999980926514,5.0,2.5,,4.0,3.66666674613953,,,,3.16666674613953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
615,IE,1,1,2002,8,703,SocDem,53320.0,Lab,10.8,12.7,2002,8.69999980926514,0.0,5.13,7.1000004,5.1444445,,,4.43,,3.86,5.86,,4.63,6.57,6.43,6.0,2.5,,3.25,3.0,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
616,IE,1,1,2006,10,703,SocDem,53320.0,Lab,10.8,12.7,2002,10.6000003814697,0.0,5.6,4.333333,2.5599999,,,5.0,,4.6,,,,6.4,,,4.3,5.0,4.1,3.8,,,,2.89,,,,3.29999995231628,7.0,3.77999997138977,5.78000020980835,3.32999992370606,6.44000005722046,,3.77999997138977,5.1100001335144,2.70000004768372,4.88000011444092,2.67000007629395,4.5,4.38000011444092,4.1399998664856,,4.0,,,3.0,5.13000011444092,,,4.4400001,3.75,,5.3299999,2.8800001,,,2.8900001,3.3800001,3.25,3.75,,,,,,,,,,,2020.1
617,IE,1,1,2010,8,703,SocDem,53320.0,LAB,10.13,12.0,2007,13.8999996185303,0.0,5.875,6.6666665,3.4285715,,1.125,4.85714292526245,,4.57142877578735,,,,6.42857122421265,,,3.66666674613953,4.5,3.875,3.5,,,,3.75,,,,3.0,7.625,3.875,6.0,3.625,6.7142858505249,,5.2857141494751,5.16666650772095,4.0,6.0,4.0,4.0,4.875,5.14285707473755,,4.0,4.1666665,,3.83333325386047,4.66666650772095,4.7142859,4.2857141,,,,5.0,4.1666665,5.1666665,5.8333335,,,4.33333349227905,4.5,,,,,,,,,,,2020.1
618,IE,1,1,2014,9,703,SocDem,53320.0,Lab,19.5,22.4,2011,5.3,1.0,5.88888883590698,4.75,2.7777777,,1.0,5.42857122421265,,5.42857122421265,,4.375,,6.5,,,4.0,4.0,4.125,4.125,8.75,,,3.75,5.375,,,4.14285707473755,,4.83333349227905,,3.85714292526245,,4.0,4.59999990463257,,3.16666674613953,,2.85714292526245,,5.16666650772095,,,5.0,,,3.20000004768372,,5.5714288,,,,,6.8000002,,4.1999998,,,,3.0,,4.6666665,,,,1.5,4.1999998,,13.0,14.0,2.0,2020.1
619,IE,1,1,2019,7,710,SocDem,,DS,3.01,2.2,2016,1.2,0.0,5.0,4.0,2.0,3.0,,,,6.0,,2.3333333,,6.0,,5.33333349227905,2.33333325386047,,3.0,2.33333325386047,7.0,2.0,3.75,2.83333325386047,5.6666665,1.0,2.0,1.60000002384186,,2.0,,2.83333325386047,7.33333349227905,2.2,4.80000019073486,,1.79999995231628,,1.79999995231628,,3.75,3.20000004768372,1.25,2.6666667,3.25,2.6666667,2.79999995231628,,4.3333335,5.6666665,,,6.0,3.3333333,,,,,,3.0,,3.0,0.40000001,0.25,5.5,4.8000002,5.0,3.25,,,,2020.1
620,IE,1,1,2019,7,703,SocDem,53320.0,Lab,6.61,5.0,2016,3.1,0.0,6.14285707473755,5.1428571,1.3333334,2.75,,,,6.2857141494751,,3.5714285,,6.14285707473755,,5.40000009536743,3.0,,3.57142853736877,3.57142853736877,7.4285712,2.0,3.5999999,2.85714292526245,5.7142859,1.5,3.0,2.85714292526245,,3.42857146263123,,3.28571438789368,6.85714292526245,3.0,4.7142858505249,,2.28571438789368,,2.71428561210632,,3.83333325386047,3.66666674613953,1.6,3.4000001,2.75,2.75,3.85714292526245,,4.8571429,5.1428571,,,4.5714288,4.8333335,,,,,,4.0,,3.4285715,0.2857143,0.42857143,3.4000001,2.7142856,3.8333333,4.8571429,,,,2020.1
621,IT,1,1,1999,6,807,SocDem,,PSDI,,,1996,2.16000008583069,0.0,6.19999980926514,3.5000002,1.5,,,5.59999990463257,5.59999990463257,,5.25,,,6.0,5.19999980926514,5.19999980926514,6.0,,4.5,4.0,,,,4.59999990463257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
622,IT,1,1,1999,6,802,SocDem,32220.0,PDS,21.1000003814697,27.1,1996,17.3400001525879,1.0,6.66666650772095,6.666667,1.5,,,6.0,5.80000019073486,,6.0,,,6.66666650772095,6.33333349227905,6.19999980926514,6.33333349227905,,3.0,3.33333325386047,,,,2.83333325386047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
623,IT,1,1,2002,14,802,SocDem,32220.0,DS,16.6,22.700001,2001,17.3400001525879,0.0,6.46,8.8000002,1.9666667,,,5.92,,5.42,5.8,,4.8,6.33,6.09,6.36,6.33,,3.14,3.42,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
624,IT,1,1,2006,8,807,SocDem,,SDI,1.46,1.7,2006,2.59166669845581,0.5,6.43,5.4333339,0.60000002,,,6.2,,5.67,,,,5.8,,,6.17,5.0,3.86,3.83,,,,1.38,,,,3.0,5.1399998664856,3.20000004768372,4.0,3.0,5.82999992370606,,1.5,6.67000007629395,1.0,7.40000009536743,0.5,3.32999992370606,3.5,5.80000019073486,,3.25,,,2.0,3.0,,,2.5,6.0,,3.75,5.3299999,,,4.4000001,4.8000002,2.20000004768372,6.5,,,,,,,,,,,2020.1
625,IT,1,1,2006,8,802,SocDem,32220.0,DS,18.7,22.0,2006,18.1416664123535,0.5,6.88,8.7666674,2.1300001,,,6.5,,6.14,,,,6.2,,,6.43,5.75,2.71,3.0,,,,2.88,,,,1.86000001430512,6.1399998664856,3.0,5.0,2.17000007629395,7.5,,2.85999989509583,6.1399998664856,2.0,6.80000019073486,2.17000007629395,3.67000007629395,3.0,6.32999992370606,,2.25,,,2.67000007629395,3.78600001335144,,,1.8,5.4000001,,4.0,6.0,,,2.6700001,7.0,2.0,7.5,,,,,,,,,,,2020.1
626,IT,1,1,2010,9,839,SocDem,,PSI,1.1,0.0,2008,,0.0,5.75,5.8333335,2.3333333,,2.625,7.0,,6.5,,,,6.66666650772095,,,7.0,5.5,4.14285707473755,3.33333349227905,,,,1.5,,,,3.79999995231628,5.19999980926514,5.0,6.75,2.75,6.5,,2.75,5.5,1.16666662693024,7.75,0.75,6.0,2.79999995231628,3.59999990463257,,3.0,5.6666665,,3.79999995231628,2.0,4.1999998,6.0,,,,4.8000002,3.4000001,5.0,5.8000002,,,2.59999990463257,3.59999990463257,,,,,,,,,,,2020.1
627,IT,1,1,2010,9,838,SocDem,32230.0,SL,,,2008,3.1,0.0,4.5,4.2857146,3.0,,1.4285715,5.66666650772095,,3.40000009536743,,,,6.25,,,4.25,5.0,1.625,1.75,,,,0.75,,,,1.25,8.5,1.5,6.625,1.125,8.7142858505249,,2.28571438789368,6.625,0.5,8.42857170104981,0.571428596973419,4.85714292526245,1.28571426868439,7.0,,1.8333334,7.5,,3.40000009536743,2.16666674613953,1.1666666,8.1999998,,,,4.6666665,4.8333335,7.6666665,7.0,,,1.0,6.2857141494751,,,,,,,,,,,2020.1
628,IT,1,1,2010,9,837,SocDem,32440.0,PD,34.0,34.400002,2008,26.1000003814697,0.0,6.55555534362793,7.0370374,1.875,,1.1111112,6.375,,5.875,,,,6.14285707473755,,,6.25,4.875,3.22222232818604,3.55555534362793,,,,3.11111116409302,,,,2.55555558204651,8.0,3.88888883590698,6.22222232818604,2.77777767181397,7.625,,4.125,7.33333349227905,3.0,7.0,4.25,6.125,3.0,6.125,,3.8571429,6.5714288,,4.19999980926514,2.33333325386047,4.0,5.875,,,,3.625,6.625,3.625,6.0,,,2.375,5.88888883590698,,,,,,,,,,,2020.1
629,IT,1,1,2014,7,837,SocDem,32440.0,PD,25.4,47.299999,2013,40.8,1.0,6.57142877578735,7.5714288,2.8571429,,1.0,6.0,,6.33333349227905,,5.1428571,,6.7142858505249,,,5.66666650772095,5.5,3.57142853736877,4.57142877578735,9.0,,,2.42857146263123,6.2857141,,,5.19999980926514,,5.40000009536743,,2.79999995231628,,4.5999999,3.59999990463257,,3.20000004768372,,3.40000009536743,,3.25,,,4.5999999,,,4.33333349227905,,4.0,,,,,4.75,,3.5999999,,,,2.5,,3.4000001,,,,4.4000001,7.0,,13.0,8.0,34.0,2020.1
630,IT,1,1,2014,7,838,SocDem,32230.0,SEL,3.2,6.0,2013,1.33,0.0,3.14285707473755,5.5714288,2.0,,2.4285715,5.5,,2.40000009536743,,1.5714285,,5.5,,,2.75,3.5,1.28571426868439,0.714285731315613,8.833333,,,0.28571429848671,6.6666665,,,1.20000004768372,,1.20000004768372,,0.800000011920929,,1.0,1.20000004768372,,0.600000023841858,,1.0,,1.25,,,4.8000002,,,4.0,,1.6,,,,,5.6666665,,8.1999998,,,,1.5,,2.0,,,,6.8000002,7.1999998,,14.0,42.0,2.0,2020.1
631,IT,1,1,2019,19,838,SocDem,32230.0,SI,3.39,2.3,2018,1.75,0.5,5.26666688919067,5.2857141,5.0,3.8571429,,,,4.5,,3.3846154,,6.45454549789429,,5.83333349227905,5.0,,1.44444441795349,1.0,7.6666665,2.6666667,1.3333334,0.6875,7.5333333,0.71428573,1.0,1.46666669845581,,1.0,,1.0,8.92857170104981,1.4,1.2666666507721,,1.21428573131561,,1.57142853736877,,0.6875,7.13333320617676,1.0714285,1.0666667,8.3571424,1.0769231,2.70000004768372,,2.125,7.2666669,,,7.2727275,5.6363635,,,,,,1.44444441795349,,1.2666667,5.75,0.61538464,2.6666667,3.7857144,6.5,5.3333335,,,,2020.1
632,IT,1,1,2019,19,837,SocDem,32440.0,PD,18.76,18.1,2018,22.74,0.5,6.78947353363037,7.9473686,1.625,1.8571428,,,,6.26666688919067,,5.75,,6.41666650772095,,6.13333320617676,6.53846168518066,,3.21052622795105,3.57894730567932,7.1764708,5.4285712,3.2222223,2.26315784454346,6.7647057,2.375,3.125,3.64705872535706,,3.94117641448975,,2.72222232818604,7.3125,3.8235295,2.82352948188782,,2.33333325386047,,3.29411768913269,,3.05263161659241,6.77777767181397,3.5625,2.7058823,7.4117646,3.2666667,2.57142853736877,,4.1176472,6.5294118,,,3.2857144,4.1333332,,,,,,2.0,,2.0,5.6428571,1.25,2.0625,1.8823529,5.3333335,5.2666669,,,,2020.1
633,NL,1,1,1999,11,1002,SocDem,22320.0,PvdA,29.0,30.0,1998,20.1100006103516,1.0,6.54545450210571,4.5454545,2.5,,,6.0,5.09090900421143,,5.5,,,5.42857122421265,5.88888883590698,6.19999980926514,6.09999990463257,,3.79999995231628,4.40000009536743,,,,3.63636374473572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
634,NL,1,1,2002,9,1002,SocDem,22320.0,PvdA,15.1,15.3,2002,20.1100006103516,0.0,6.11,5.1999998,2.7777777,,,6.0,,5.13,6.38,,3.71,5.14,6.0,5.5,5.71,,4.0,3.78,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
