,country,eastwest,eumember,year,expert,party_id,family,cmp_id,party,vote,seat,electionyear,epvote,govt,eu_position,eu_salience,eu_dissent,eu_blur,eu_benefit,eu_ep,eu_fiscal,eu_intmark,eu_employ,eu_budgets,eu_agri,eu_cohesion,eu_environ,eu_asylum,eu_foreign,eu_turkey,lrgen,lrecon,lrecon_salience,lrecon_dissent,lrecon_blur,galtan,galtan_salience,galtan_dissent,galtan_blur,spendvtax,spendvtax_salience,deregulation,dereg_salience,redistribution,redist_salience,econ_interven,civlib_laworder,civlib_salience,sociallifestyle,social_salience,religious_principles,relig_salience,immigrate_policy,immigrate_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,urban_rural,urban_salience,environment,enviro_salience,cosmo,cosmo_salience,protectionism,regions,region_salience,international_security,international_salience,us,us_salience,ethnic_minorities,ethnic_salience,nationalism,russian_interference,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,mip_one,mip_two,mip_three,chesversion
179,SE,1,1,2002,12,1605,Conservative,11620.0,M,15.3,15.8,2002,20.7000007629395,0.0,6.33,6.9333329,2.5,,,4.5,,6.33,3.3,,3.08,4.1,5.0,5.83,5.92,,7.75,8.63,,,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
180,SE,1,1,2006,11,1605,Conservative,11620.0,M,26.1,27.799999,2006,18.2000007629395,0.5,6.18,4.8333335,2.3599999,,,4.56,,6.44,,,,5.14,,,5.75,5.78,7.56,7.89,,,,6.0,,,,7.78000020980835,7.67000007629395,8.10999965667725,7.63000011444092,6.78000020980835,6.44000005722046,,7.78000020980835,7.78000020980835,3.77999997138977,6.32999992370606,3.55999994277954,4.78000020980835,5.67000007629395,6.67000007629395,,6.25,,,2.89000010490418,5.0,,,4.1300001,3.8800001,,5.8800001,5.0,,,6.5599999,6.4400001,4.8899998664856,4.1399998664856,,,,,,,,,,,2020.1
181,SE,1,1,2006,11,1609,Conservative,,JL,,,2006,14.5,0.0,1.91,8.8000002,0.73000002,,,3.33,,4.44,,,,3.83,,,1.63,5.6,5.67,5.89,,,,5.14,,,,5.25,4.63000011444092,6.5,4.57000017166138,5.63000011444092,4.63000011444092,,4.88000011444092,5.13000011444092,4.28999996185303,4.13000011444092,3.32999992370606,2.71000003814697,5.67000007629395,4.1399998664856,,5.25,,,5.57000017166138,4.0,,,6.1399999,6.71,,4.29,4.5,,,4.6300001,4.3800001,5.0,4.0,,,,,,,,,,,2020.1
182,SE,1,1,2010,15,1609,Conservative,,JL,,,2010,3.54999995231628,0.0,2.2666666507721,10.0,1.5,,2.8666666,3.09999990463257,,4.18181800842285,,,,3.20000004768372,,,2.29999995231628,4.25,5.27272748947144,5.22222232818604,,,,4.19999980926514,,,,5.0,2.57142853736877,5.33333349227905,3.14285707473755,5.40000009536743,2.85714292526245,,5.0,4.85714292526245,4.0,2.79999995231628,4.0,2.59999990463257,4.0,2.83333325386047,,5.0,2.5,,6.0,2.33333325386047,5.25,2.75,,,,3.75,3.8,5.0,2.3333333,,,5.0,3.33333325386047,,,,,,,,,,,2020.1
183,SE,1,1,2010,15,1605,Conservative,11620.0,M,30.1,30.700001,2010,18.8299999237061,1.0,6.33333349227905,6.4444447,2.2666667,,1.0666667,4.61538457870483,,6.33333349227905,,,,5.07142877578735,,,5.93333339691162,6.0,7.2857141494751,7.5,,,,5.2142858505249,,,,7.57142877578735,8.0,7.2857141494751,7.0,6.42857122421265,6.07142877578735,,7.14285707473755,6.85714292526245,3.21428561210632,5.14285707473755,3.46153855323792,3.92857146263123,5.35714292526245,5.0,,4.3333335,4.5833335,,3.0,3.42857146263123,5.9285712,4.6428571,,,,5.1666665,3.8461537,2.7857144,5.9285712,,,4.46153831481934,4.07692289352417,,,,,,,,,,,2020.1
184,SE,1,1,2014,22,1605,Conservative,11620.0,M,23.3,24.1,2014,13.7,0.5,6.36363649368286,4.818182,2.5238094,,1.0909091,5.05882358551025,,6.4210524559021,,4.0588236,,4.7142858505249,,,5.88888883590698,5.61111116409302,7.42857122421265,7.66666650772095,8.4761906,,,4.66666650772095,4.6666665,,,6.84210538864136,,7.5,,6.72222232818604,,7.3684211,6.5,,3.21052622795105,,3.11111116409302,,2.61111116409302,,,3.2631578,,,3.42105269432068,,6.1578946,,,,,6.1333332,,2.5263157,,,,3.875,,3.8888888,,,,1.7368422,1.7647059,,13.0,5.0,17.0,2020.1
185,SE,1,1,2019,17,1605,Conservative,11620.0,M,19.8,20.1,2018,16.83,0.0,6.05882358551025,4.9411764,2.0,3.4000001,,,,6.5,,3.7692308,,4.09999990463257,,4.61538457870483,4.0,,7.70588254928589,7.70588254928589,7.5294118,3.0,3.2,5.94117641448975,6.3125,4.375,3.25,8.35294151306152,,8.1875,,7.1875,5.3125,7.5882354,8.64705848693848,,2.8125,,3.0625,,8.0,7.47058820724487,4.0,6.8235292,7.1875,3.5625,4.05882358551025,,6.4705882,4.2352943,,,2.5999999,5.3333335,,,,,,5.0,,5.5294118,3.1538463,2.5714285,2.5333333,2.25,1.0,7.7333331,,,,2020.1
186,BG,0,0,2002,11,2002,Liberal,80411.0,ODS,18.2,21.299999,2001,,0.0,6.91,10.0,1.2222221,,,5.8,,6.17,5.8,,5.86,6.71,5.67,6.0,5.5,,7.18,7.27,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
187,BG,0,0,2002,11,2005,Conservative,,G-VMRO,3.6,0.0,2001,,0.0,4.88,5.2333331,2.9666667,,,4.33,,4.0,6.0,,6.75,6.25,6.0,5.0,3.8,,6.25,6.57,,,,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
188,BG,0,0,2006,13,2002,Conservative,80411.0,ODS,7.7,8.3000002,2005,,0.0,6.69,9.166667,1.08,,,5.78,,6.6,,,,6.91,,,6.0,4.55,7.08,7.5,,,,4.33,,,,7.0,6.0,7.59999990463257,6.1100001335144,6.73000001907349,3.70000004768372,,4.82999992370606,5.69999980926514,5.09999990463257,3.38000011444092,4.59999990463257,2.88000011444092,5.32999992370606,3.14000010490418,,5.5,,,3.40000009536743,4.75,,,4.6700001,5.1999998,,5.3299999,3.8299999,,,7.6399999,5.27,4.67000007629395,5.44999980926514,,,,,,,,,,,2020.1
189,BG,0,0,2006,13,2008,Conservative,80610.0,DSB,6.4,7.0999999,2005,,0.0,6.38,8.5999994,1.58,,,5.67,,6.6,,,,6.91,,,6.0,3.27,7.85,7.83,,,,4.5,,,,7.73000001907349,6.19999980926514,8.0,6.44000005722046,7.17999982833862,3.8199999332428,,5.42000007629395,6.69999980926514,5.40000009536743,3.25,5.30000019073486,3.38000011444092,5.32999992370606,3.5699999332428,,5.8800001,,,3.09999990463257,4.75,,,5.2199998,5.0999999,,5.3299999,3.8299999,,,7.8200002,5.4499998,5.25,5.90999984741211,,,,,,,,,,,2020.1
190,BG,0,1,2010,14,2011,Conservative,,L,3.3,0.0,2009,5.69999980926514,0.0,4.0,2.2222221,7.0,,2.0,3.5,,3.0,,,,5.0,,,3.0,2.0,6.0,4.42857122421265,,,,8.19999980926514,,,,5.16666650772095,4.83333349227905,5.5,4.75,4.5,4.0,,6.0,4.5,7.19999980926514,4.0,4.5,2.5,5.0,3.33333325386047,,5.0,2.5,,6.0,2.75,8.0,2.4000001,,,,2.0,0.0,5.0,1.6666666,,,5.33333349227905,4.0,,,,,,,,,,,2020.1
191,BG,0,1,2010,14,2012,Conservative,,RZS,4.1,4.1999998,2009,4.67000007629395,0.0,4.22222232818604,3.6666663,4.4000001,,2.909091,4.0,,4.0,,,,5.19999980926514,,,3.40000009536743,2.66666674613953,6.5,4.16666650772095,,,,8.0,,,,3.40000009536743,4.7142858505249,4.25,4.5,4.16666650772095,4.19999980926514,,7.90000009536743,7.11111116409302,8.0,6.22222232818604,6.59999990463257,3.85714292526245,8.3333330154419,4.85714292526245,,7.25,5.0,,5.0,3.66666674613953,6.0,3.3333333,,,,7.0,3.8,6.6666665,4.5999999,,,6.80000019073486,6.66666650772095,,,,,,,,,,,2020.1
192,BG,0,1,2010,14,2002,Conservative,80411.0,ODS,3.4,3.2,2009,3.97499990463257,0.0,6.72727251052856,8.666666,0.66666669,,1.0,5.7142858505249,,6.625,,,,6.66666650772095,,,6.25,5.0,7.0,7.45454502105713,,,,3.81818199157715,,,,7.30000019073486,5.66666650772095,7.75,7.42857122421265,7.09999990463257,5.75,,4.09090900421143,7.11111116409302,4.0,4.5,4.54545450210571,3.44444441795349,4.16666650772095,3.57142853736877,,5.0,3.8333333,,1.875,5.375,5.1428571,4.7142859,,,,3.2857144,4.625,3.2857144,5.1428571,,,3.72727274894714,5.59999990463257,,,,,,,,,,,2020.1
193,BG,0,1,2010,14,2008,Conservative,80610.0,DSB,3.4,3.2,2009,3.97499990463257,0.0,6.45454549789429,7.8787875,0.89999998,,1.0,5.2857141494751,,6.5,,,,6.66666650772095,,,6.14285707473755,4.40000009536743,8.0833330154419,8.18181800842285,,,,4.36363649368286,,,,8.30000019073486,6.09999990463257,8.22222232818604,8.14285755157471,7.66666650772095,6.125,,4.75,8.0,4.33333349227905,4.09999990463257,5.30000019073486,4.22222232818604,5.0,3.71428561210632,,6.1428571,4.5714288,,1.375,4.875,6.0,4.1428571,,,,3.2857144,4.75,3.8571429,4.7142859,,,4.69999980926514,6.0,,,,,,,,,,,2020.1
194,BG,0,1,2010,14,2010,Conservative,80510.0,GERB,39.72,48.299999,2009,24.3600006103516,1.0,6.72727251052856,9.090909,0.5,,1.0,5.7142858505249,,6.25,,,,6.69999980926514,,,6.25,5.0,6.08333349227905,6.27272748947144,,,,6.90909099578857,,,,5.81818199157715,5.30000019073486,6.22222232818604,5.2857141494751,6.0,5.80000019073486,,8.8333330154419,8.5,7.0,4.22222232818604,4.90909099578857,2.90000009536743,6.44444465637207,4.85714292526245,,7.0,4.1666665,,3.875,4.875,6.75,3.4285715,,,,4.625,4.4444447,3.875,4.0,,,5.63636350631714,5.30000019073486,,,,,,,,,,,2020.1
195,BG,0,1,2014,20,2008,Conservative,80610.0,DSB,3.5,3.8,2014,2.9,0.5,6.58823537826538,7.7647057,1.2857143,,1.0,4.92857122421265,,6.4375,,5.1176472,,6.66666650772095,,,6.52941179275513,4.40000009536743,7.5625,8.0,8.0588236,,,4.11764717102051,5.4375,,,7.46666669845581,,7.93333339691162,,7.88235282897949,,8.0588236,4.70588254928589,,3.9375,,4.8125,,5.1538462638855,,,4.3571429,,,3.11764717102051,,5.5294118,,,,,3.7777777,,3.5999999,,,,4.46666669845581,,3.4705882,,,,4.5882354,7.7058825,,3.0,8.0,5.0,2020.1
196,BG,0,1,2014,20,2002,Conservative,80411.0,SDS,1.5,1.7,2014,1.3,0.5,6.64705896377564,7.4705882,1.2307693,,1.0,5.07142877578735,,6.40000009536743,,5.4375,,6.66666650772095,,,6.4375,4.59999990463257,7.13333320617676,7.6875,8.1764708,,,3.5,5.5625,,,7.0,,7.57142877578735,,7.64705896377564,,7.8235292,4.5,,3.75,,4.3125,,5.1538462638855,,,4.4285712,,,3.17647051811218,,5.5999999,,,,,3.7777777,,3.6428571,,,,4.2857141494751,,3.6470587,,,,4.5882354,7.647059,,8.0,3.0,13.0,2020.1
197,BG,0,1,2014,20,2010,Conservative,80510.0,GERB,32.7,35.0,2014,30.4,0.5,6.76470565795898,8.8235292,0.66666669,,1.0,5.35714292526245,,6.3125,,5.5294118,,6.9375,,,5.875,4.82352924346924,6.5,7.0,8.1176472,,,5.11764717102051,4.25,,,6.57142877578735,,7.0,,6.88235282897949,,6.2352943,5.94117641448975,,5.46666669845581,,5.2857141494751,,6.26666688919067,,,5.2857141,,,3.94117641448975,,6.5625,,,,,4.4444447,,3.2,,,,4.73333311080933,,5.0588236,,,,4.9411764,6.4705882,,8.0,3.0,13.0,2020.1
198,BG,0,1,2014,20,2005,Conservative,,VMRO-BND,3.1,3.3,2014,5.4,0.0,3.3125,4.0588236,2.090909,,2.5384614,2.91666674613953,,3.0,,2.0666666,,4.72727251052856,,,2.59999990463257,1.64705884456635,6.07692289352417,3.73333334922791,4.7647057,,,8.625,7.4375,,,3.76923084259033,,3.0,,2.57142853736877,,3.0714285,8.7857141494751,,9.2142858505249,,6.92857122421265,,9.42857170104981,,,8.7692308,,,6.3125,,7.5384617,,,,,5.5714288,,8.4615383,,,,9.0,,9.0,,,,8.8823528,6.5333333,,12.0,1.0,3.0,2020.1
199,BG,0,1,2014,20,2014,Conservative,,NFSB,4.2,4.5999999,2014,3.1,0.0,3.0,4.647059,2.1428571,,2.375,3.0,,3.46666669845581,,2.2,,5.08333349227905,,,2.9375,1.75,6.85714292526245,4.26666688919067,5.1764708,,,8.0,7.125,,,4.08333349227905,,3.07692313194275,,3.0,,3.7333333,8.5625,,8.25,,6.57142877578735,,9.13333320617676,,,9.0714283,,,5.9375,,7.25,,,,,5.7142859,,8.0,,,,8.92857170104981,,8.8125,,,,8.375,6.5882354,,12.0,1.0,9.0,2020.1
200,BG,0,1,2019,21,2010,Conservative,80510.0,GERB,33.54,39.599998,2017,31.1,1.0,6.55000019073486,8.6000004,2.1818182,3.1111112,,,,6.44999980926514,,5.2666669,,6.69999980926514,,4.44444465637207,5.44444465637207,,6.09523820877075,6.09523820877075,8.0,1.8,5.3636365,5.7619047164917,4.5714288,5.3076925,4.375,5.33333349227905,,6.0,,5.90476179122925,4.66666650772095,5.7619047,6.73684215545654,,5.89473676681519,,5.47058820724487,,6.8095235824585,5.7142858505249,2.5263157,6.3333335,5.0555553,2.1578948,3.70000004768372,,5.9523811,2.8571429,,,4.2105265,5.9333334,,,,,,4.59999990463257,,5.8499999,5.4499998,2.4000001,4.0476189,2.4285715,4.9499998,8.8571424,,,,2020.1
201,BG,0,1,2019,21,2014,Conservative,,NFSB,9.31,11.3,2017,1.2,1.0,3.94736838340759,4.9473686,2.0,3.875,,,,4.53333330154419,,2.7142856,,5.1538462638855,,1.75,2.70588231086731,,7.34999990463257,5.47368431091309,4.5882354,2.125,5.5999999,8.89999961853027,7.8947368,1.1666666,0.42857143,4.07142877578735,,3.78571438789368,,5.40000009536743,5.33333349227905,4.7647057,9.22222232818604,,9.44444465637207,,7.19999980926514,,9.52631568908691,8.73684215545654,0.88235295,9.1176472,7.0,0.88235295,5.307692527771,,7.4285712,2.7222223,,,8.2222223,6.25,,,,,,9.44444465637207,,8.8421049,5.875,8.6111107,6.6111112,7.4736843,5.5555553,9.1764708,,,,2020.1
202,BG,0,1,2019,21,2008,Conservative,80610.0,DSB,2.54,0.0,2017,6.1,0.0,6.82352924346924,8.7368422,1.8,0.77777779,,,,6.5789475440979,,5.5,,6.0,,4.9375,5.77777767181397,,7.44999980926514,7.94999980926514,7.3000002,2.0,3.4545455,4.68421030044556,6.4000001,2.6666667,3.1428571,6.65000009536743,,7.55000019073486,,6.59999990463257,5.66666650772095,8.1000004,4.0,,4.63157892227173,,3.9375,,5.44999980926514,4.34999990463257,2.3333333,5.0526314,4.8333335,2.4117646,2.38888883590698,,4.9000001,4.75,,,2.0555556,2.2307692,,,,,,3.83333325386047,,3.6842105,7.0526314,2.5555556,2.7,4.6999998,8.0,5.25,,,,2020.1
203,BG,0,1,2019,21,2005,Conservative,,BMRO,,,2017,7.4,1.0,3.84210515022278,5.1500001,1.4285715,4.4285712,,,,3.53333330154419,,2.3125,,5.07142877578735,,1.64705884456635,2.45000004768372,,6.90000009536743,4.8095235824585,4.5,1.8888888,5.2222223,9.5,8.2380953,1.1666666,0.375,3.92857146263123,,3.0,,4.8125,5.5625,3.8235295,9.39999961853027,,9.60000038146973,,7.625,,9.5238094329834,9.0476188659668,0.68421054,9.5294113,7.3888888,0.78947371,5.19999980926514,,7.0,2.5263157,,,8.7368422,6.7692308,,,,,,9.61904716491699,,9.5,4.625,8.5789471,6.9000001,7.3809524,5.2631578,8.8947372,,,,2020.1
204,CZ,0,0,2002,18,2102,Conservative,82413.0,ODS,24.5,29.0,2002,,0.0,3.78,7.4000001,4.3777781,,,2.17,,4.17,2.11,,1.94,3.41,2.35,2.53,2.11,,7.08,7.64,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
205,CZ,0,0,2002,18,2105,Conservative,,US-DEU,4.15,4.5,2002,,0.0,6.83,9.8000002,1.3555555,,,5.67,,6.11,4.72,,3.47,5.72,5.47,5.38,5.67,,6.78,7.53,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
206,CZ,0,1,2006,9,2102,Conservative,82413.0,ODS,35.4,40.5,2006,30.0,0.5,2.89,7.5,5.5,,,2.29,,6.43,,,,4.29,,,2.14,6.0,7.71,8.0,,,,3.75,,,,8.0,8.17000007629395,8.32999992370606,8.32999992370606,7.67000007629395,4.80000019073486,,4.40000009536743,5.40000009536743,3.79999995231628,3.59999990463257,2.79999995231628,1.79999995231628,5.25,3.0,,6.25,,,3.20000004768372,2.40000009536743,,,5.8000002,4.75,,6.5,3.75,,,7.5999999,5.5999999,5.0,2.25,,,,,,,,,,,2020.1
207,CZ,0,1,2006,8,2106,Liberal,,SNK-ED,2.1,,2006,11.0,0.0,6.5,8.7666674,1.29,,,6.2,,6.5,,,,6.33,,,6.0,4.25,6.67,7.2,,,,2.8,,,,7.0,6.59999990463257,7.40000009536743,7.19999980926514,7.0,5.25,,3.25,6.5,3.25,4.0,2.75,2.32999992370606,3.67000007629395,4.0,,3.0,,,3.0,4.0,,,3.0,4.6700001,,2.6700001,6.0,,,6.3299999,6.0,2.67000007629395,5.0,,,,,,,,,,,2020.1
208,CZ,0,1,2010,20,2109,Conservative,82530.0,TOP 9.00,16.7,20.5,2010,,1.0,5.77777767181397,6.4705882,2.0,,1.3157895,5.19999980926514,,6.52941179275513,,,,6.0,,,5.58823537826538,4.36363649368286,7.89473724365234,8.36842060089111,,,,5.83333349227905,,,,8.94117641448975,8.8125,8.875,8.52941131591797,8.75,7.52941179275513,,5.26666688919067,5.3125,5.1875,4.75,4.76470565795898,4.1875,5.38461542129517,3.66666674613953,,5.9230771,3.7142856,,2.53846144676209,3.93333339691162,6.8823528,4.5999999,,,,4.1875,4.4000001,2.625,5.647059,,,5.7857141494751,4.13333320617676,,,,,,,,,,,2020.1
209,CZ,0,1,2010,20,2102,Conservative,82413.0,ODS,20.2,26.5,2010,31.4500007629395,1.0,3.0,6.4912281,5.2222223,,1.9473684,2.83333325386047,,6.21052646636963,,,,4.61111116409302,,,2.31578946113586,4.8125,7.73684215545654,8.26315784454346,,,,6.11111116409302,,,,8.23529434204102,8.23529434204102,8.25,8.0,8.25,7.47058820724487,,5.70588254928589,4.88235282897949,5.41176462173462,4.0625,3.76470589637756,3.47058820724487,6.53333330154419,3.66666674613953,,7.5999999,3.6428571,,2.0,2.73333334922791,8.0588236,4.3125,,,,6.3333335,4.0588236,2.0,6.1176472,,,7.25,4.23529434204102,,,,,,,,,,,2020.1
210,CZ,0,1,2014,15,2109,Conservative,82530.0,TOP 9.00,12.0,10.5,2013,12.0,0.0,6.66666650772095,6.6428571,1.4615384,,1.0,5.66666650772095,,6.61538457870483,,5.2307692,,6.08333349227905,,,6.307692527771,3.58333325386047,7.2142858505249,7.85714292526245,7.7142859,,,5.5,4.5714288,,,7.90909099578857,,7.25,,7.61538457870483,,7.6923075,4.08333349227905,,4.38461542129517,,6.76923084259033,,5.0,,,6.0,,,3.33333325386047,,6.25,,,,,4.0,,2.25,,,,4.75,,3.7692308,,,,1.9230769,5.0769229,,13.0,5.0,10.0,2020.1
211,CZ,0,1,2014,15,2102,Conservative,82413.0,ODS,7.7,8.0,2013,7.7,0.0,2.86666655540466,6.6666665,3.6153846,,2.2,2.58333325386047,,6.1538462638855,,1.9285715,,4.0,,,3.0,4.33333349227905,8.0,8.14285755157471,7.8571429,,,6.0,5.2142859,,,8.18181800842285,,7.5,,7.91666650772095,,7.9166665,5.08333349227905,,5.5,,5.23076915740967,,7.875,,,7.4166665,,,3.41666674613953,,7.5384617,,,,,6.3636365,,2.4166667,,,,6.66666650772095,,7.4615383,,,,2.1538463,3.1538463,,5.0,13.0,12.0,2020.1
212,CZ,0,1,2019,27,2109,Conservative,82530.0,TOP 9.00,5.31,3.5,2017,11.65,0.0,6.66666650772095,7.4814816,1.3076923,1.5,,,,6.59999990463257,,5.409091,,5.7619047164917,,4.5,5.25,,7.40740728378296,7.33333349227905,7.5925927,1.7142857,1.75,4.85185194015503,6.2692308,4.090909,2.4666667,7.26923084259033,,7.76000022888184,,7.41666650772095,6.03999996185303,7.6153846,3.44000005722046,,3.69230771064758,,5.40000009536743,,4.76000022888184,5.44000005722046,2.3333333,5.1153846,4.375,2.6086957,2.95833325386047,,5.375,5.04,,,2.76,4.3600001,,,,,,3.72000002861023,,3.6296296,7.375,2.9200001,2.4583333,2.52,6.3461537,6.5,,,,2020.1
213,CZ,0,1,2019,27,2102,Conservative,82413.0,ODS,11.32,12.5,2017,14.54,0.0,3.77777767181397,6.0370369,2.9230769,4.4285712,,,,6.11999988555908,,1.75,,3.95454549789429,,1.70370376110077,2.20833325386047,,7.77777767181397,7.70370388031006,8.6296301,0.85714287,1.7,7.03703689575195,6.0,3.4545455,3.2,7.88888883590698,,8.34615421295166,,7.88461542129517,7.59999990463257,8.0740738,5.18518495559692,,6.692307472229,,4.55999994277954,,8.44444465637207,6.51851844787598,2.0,8.0740738,5.1538463,2.1304348,3.23076915740967,,8.1481485,3.6153846,,,3.4000001,5.8400002,,,,,,6.76923084259033,,7.2222223,5.8461537,5.6538463,1.3846154,3.0,6.1111112,6.4615383,,,,2020.1
214,EE,0,1,2006,6,2201,Conservative,83611.0,IRL,7.3,6.9000001,2003,10.5,0.0,6.17,6.0999999,2.3299999,,,,,6.33,,,,,,,6.67,,7.6,6.6,,,,7.6,,,,5.80000019073486,5.25,6.75,6.0,7.0,4.75,,7.59999990463257,5.5,6.5,3.25,5.75,3.25,6.75,5.25,,7.25,,,4.0,5.25,,,8.3999996,8.5,,5.25,,,,7.1999998,7.25,7.59999990463257,8.25,,,,,,,,,,,2020.1
215,EE,0,1,2010,14,2201,Conservative,83611.0,IRL,17.9,18.799999,2007,12.2200002670288,1.0,6.5,7.8571429,1.3846154,,1.0,6.0,,6.0,,,,6.40000009536743,,,6.27272748947144,4.375,7.23076915740967,7.5714282989502,,,,6.57142877578735,,,,6.7142858505249,6.92857122421265,7.07692289352417,5.91666650772095,7.0,6.76923084259033,,6.41666650772095,5.77777767181397,7.25,3.70000004768372,6.25,3.5,6.77777767181397,5.44444465637207,,8.0,6.6999998,,4.16666650772095,4.08333349227905,6.5833335,2.909091,,,,6.0,4.1111112,1.7272727,6.2727275,,,7.66666650772095,7.08333349227905,,,,,,,,,,,2020.1
216,EE,0,1,2014,8,2201,Conservative,83611.0,IRL,20.5,22.799999,2011,13.9,0.5,6.5,7.125,1.75,,1.0,5.5,,6.625,,5.0,,6.875,,,6.85714292526245,5.0,7.75,8.25,7.875,,,6.625,7.75,,,7.625,,8.625,,8.0,,8.0,5.75,,5.5,,4.85714292526245,,6.5,,,7.1428571,,,3.0,,7.125,,,,,5.875,,1.0,,,,8.5714282989502,,8.125,,,,1.625,5.5,,10.0,12.0,2.0,2020.1
217,EE,0,1,2014,8,2208,Conservative,,EVE,,,2011,,0.0,6.16666650772095,6.75,2.75,,1.0,5.5,,6.25,,5.0,,6.80000019073486,,,6.40000009536743,3.66666674613953,7.375,7.14285707473755,6.5,,,3.85714292526245,7.625,,,6.16666650772095,,7.16666650772095,,6.59999990463257,,6.8000002,4.0,,5.0,,3.20000004768372,,5.5,,,7.75,,,4.5,,4.75,,,,,4.25,,1.2857143,,,,6.59999990463257,,6.4000001,,,,8.333333,7.4285712,,1.0,4.0,16.0,2020.1
218,EE,0,1,2019,13,2201,Conservative,83611.0,IRL,11.4,11.9,2019,10.3,1.0,5.08333349227905,5.75,2.5,4.625,,,,5.41666650772095,,4.2727275,,5.66666650772095,,2.69230771064758,4.46153831481934,,7.53846168518066,7.07692289352417,6.2307692,3.625,2.4000001,7.38461542129517,7.0769229,2.8,2.2857144,6.0,,6.58333349227905,,6.33333349227905,5.25,6.6923075,6.8461537361145,,7.692307472229,,6.53846168518066,,7.61538457870483,6.61538457870483,3.4545455,7.5833335,6.3846154,2.4000001,5.92307710647583,,5.25,3.8461537,,,5.9230771,4.6999998,,,,,,7.1538462638855,,8.0,5.6153846,3.9230769,4.6923075,2.6153846,4.0769229,6.6923075,,,,2020.1
219,HU,0,0,2002,14,2302,Conservative,86421.0,Fidesz-M,35.11,42.5,2002,,0.0,4.64,7.4333334,4.188889,,,2.89,,4.08,4.0,,5.73,5.8,4.6,3.5,3.09,,7.64,4.62,,,,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
220,HU,0,0,2002,14,2303,Conservative,86521.0,MDF,5.14,6.1999998,2002,,0.0,5.86,7.6999998,2.6444445,,,3.78,,4.33,4.5,,5.63,5.9,4.7,3.88,4.09,,6.43,5.12,,,,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
221,HU,0,1,2006,6,2302,Conservative,86421.0,Fidesz-M,36.13,36.5,2006,47.4000015258789,0.0,5.5,6.6666665,3.0,,,5.0,,5.17,,,,6.2,,,5.5,3.6,6.67,3.0,,,,7.0,,,,5.0,5.0,3.79999995231628,4.5,3.0,5.5,,6.25,5.75,7.0,5.75,6.80000019073486,6.75,6.75,7.0,,6.0,,,6.59999990463257,7.25,,,7.0,7.5,,5.0,4.25,,,4.0,5.25,5.19999980926514,4.0,,,,,,,,,,,2020.1
222,HU,0,1,2006,5,2303,Conservative,86521.0,MDF,5.04,2.8,2006,5.30000019073486,0.0,6.6,6.0,1.6,,,5.4,,5.6,,,,6.4,,,5.5,3.5,5.4,5.4,,,,5.8,,,,5.0,6.19999980926514,5.40000009536743,6.0,4.75,6.5,,4.75,5.75,6.25,4.25,5.5,5.25,5.75,5.0,,5.75,,,4.75,5.75,,,5.75,6.25,,4.6700001,3.5,,,5.25,3.6700001,5.0,4.0,,,,,,,,,,,2020.1
223,HU,0,1,2010,17,2303,Conservative,86521.0,MDF,2.67,0.0,2010,5.30999994277954,0.0,5.92857122421265,6.3888893,2.9000001,,2.0,5.125,,5.72727251052856,,,,6.0,,,5.40000009536743,4.0,6.33333349227905,5.93333339691162,,,,6.40000009536743,,,,5.92307710647583,6.16666650772095,5.90909099578857,5.36363649368286,5.75,5.08333349227905,,5.46153831481934,5.5,5.692307472229,5.92307710647583,6.91666650772095,6.0,5.55555534362793,4.33333349227905,,6.0833335,4.5454545,,5.83333349227905,4.91666650772095,5.8000002,3.090909,,,,5.6999998,4.181818,5.1999998,3.0833333,,,5.27272748947144,5.18181800842285,,,,,,,,,,,2020.1
224,HU,0,1,2010,17,2302,Conservative,86421.0,Fidesz-M,45.35,58.799999,2010,56.3600006103516,1.0,5.35294103622437,6.8627453,3.0,,1.4117647,5.307692527771,,4.9375,,,,6.05882358551025,,,5.06666660308838,4.69999980926514,6.88235282897949,3.41176462173462,,,,7.23529434204102,,,,6.9375,7.625,4.125,5.625,5.4375,6.8125,,7.5625,6.25,7.1875,5.6875,8.1875,7.8125,6.46153831481934,4.692307472229,,7.2142859,4.5384617,,6.73333311080933,5.40000009536743,6.4285712,3.0,,,,7.2857141,5.0,4.2142859,3.3571429,,,5.59999990463257,5.125,,,,,,,,,,,2020.1
